"Rentrée";"Code.section";"Section";"Groupe";"Discipline";"Emplois_MCF";"Emplois_PR";"Effectif_MCF";"Effectif_PR";"Renouvellement";"Promotion"
"2018";"74";"74-Sciences et techniques des activités physiques et sportives";"Pluridisciplinaire";"Lettres et sciences humaines";36;15;648;174;0,0437956204379562;0,0231481481481481
"2018";"76";"76-Théologie catholique";"Théologie";"Lettres et sciences humaines";3;0;20;12;0,09375;0
"2018";"85";"85-Sciences physico-chimiques et ingénierie appliquée à la santé";"Pharmacie(mono-appartenants)";"Pharmacie";7;3;322;112;0,0161290322580645;0,0093167701863354
"2018";"86";"86-Sciences du médicament et des autres produits de santé";"Pharmacie(mono-appartenants)";"Pharmacie";13;5;381;179;0,0232142857142857;0,0131233595800525
"2018";"87";"87-Sciences biologiques, fondamentales et cliniques";"Pharmacie(mono-appartenants)";"Pharmacie";3;3;296;97;0,00763358778625954;0,0101351351351351
"2019";"1";"1-Droit privé et sciences criminelles";"Droit et science politique";"Droit, économie et gestion";50;25;1212;605;0,0275178866263071;0,0206270627062706
"2019";"2";"2-Droit public";"Droit et science politique";"Droit, économie et gestion";42;23;794;498;0,0325077399380805;0,0289672544080605
"2019";"3";"3-Histoire du droit et des institutions";"Droit et science politique";"Droit, économie et gestion";6;3;150;109;0,0231660231660232;0,02
"2019";"4";"4-Science politique";"Droit et science politique";"Droit, économie et gestion";13;1;265;127;0,0331632653061225;0,00377358490566038
"2019";"5";"5-Sciences économiques";"Sciences économiques et de gestion";"Droit, économie et gestion";44;18;1168;548;0,0256410256410256;0,0154109589041096
"2019";"6";"6-Sciences de gestion et du management";"Sciences économiques et de gestion";"Droit, économie et gestion";77;35;1620;494;0,0364238410596026;0,0216049382716049
"2019";"7";"7-Sciences du langage";"Langues et littératures";"Lettres et sciences humaines";15;18;530;234;0,0196335078534031;0,0339622641509434
"2019";"8";"8-Langues et littératures anciennes";"Langues et littératures";"Lettres et sciences humaines";7;3;185;99;0,0246478873239437;0,0162162162162162
